iter	Passed	Remaining
420	2362	3249
421	2374	3252
422	2386	3255
423	2394	3252
424	2403	3251
425	2409	3246
426	2416	3242
427	2422	3238
428	2431	3235
429	2436	3229
430	2443	3225
431	2451	3222
432	2458	3218
433	2463	3212
434	2469	3207
435	2474	3201
436	2482	3198
437	2488	3193
438	2496	3190
439	2506	3189
440	2514	3187
441	2522	3184
442	2529	3180
443	2536	3176
444	2544	3173
445	2551	3168
446	2561	3168
447	2568	3165
448	2575	3160
449	2580	3154
450	2586	3149
451	2597	3149
452	2602	3142
453	2609	3138
454	2615	3133
455	2621	3127
456	2627	3122
457	2632	3114
458	2637	3109
459	2642	3101
460	2646	3094
461	2651	3087
462	2658	3083
463	2663	3076
464	2667	3069
465	2674	3064
466	2679	3057
467	2684	3051
468	2692	3048
469	2698	3043
470	2707	3040
471	2712	3034
472	2717	3027
473	2723	3022
474	2727	3015
475	2733	3009
476	2739	3003
477	2745	2998
478	2751	2992
479	2755	2985
480	2760	2978
481	2765	2971
482	2770	2965
483	2775	2958
484	2780	2952
485	2786	2947
486	2792	2941
487	2797	2934
488	2802	2928
489	2807	2922
490	2812	2915
491	2817	2908
492	2822	2903
493	2827	2895
494	2832	2889
495	2838	2884
496	2843	2877
497	2847	2870
498	2853	2864
499	2858	2858
500	2862	2851
501	2868	2845
502	2873	2838
503	2878	2832
504	2884	2827
505	2889	2821
506	2894	2814
507	2900	2809
508	2906	2803
509	2910	2796
510	2917	2791
511	2921	2784
512	2926	2778
513	2932	2772
514	2936	2765
515	2940	2758
516	2946	2752
517	2951	2745
518	2956	2739
519	2961	2733
520	2967	2728
521	2972	2721
522	2978	2716
523	2982	2709
524	2987	2703
525	2993	2697
526	2999	2692
527	3004	2686
528	3010	2680
529	3015	2673
530	3019	2666
531	3024	2660
532	3030	2655
533	3035	2649
534	3040	2642
535	3046	2637
536	3050	2630
537	3056	2624
538	3061	2618
539	3067	2612
540	3072	2606
541	3077	2600
542	3082	2594
543	3087	2587
544	3092	2582
545	3097	2575
546	3102	2569
547	3107	2563
548	3113	2557
549	3124	2556
550	3131	2551
551	3138	2546
552	3144	2542
553	3149	2535
554	3154	2528
555	3160	2523
556	3165	2517
557	3171	2511
558	3176	2505
559	3181	2499
560	3185	2492
561	3191	2487
562	3197	2481
563	3202	2475
564	3208	2470
565	3212	2463
566	3216	2456
567	3222	2450
568	3229	2446
569	3233	2439
570	3237	2432
571	3242	2425
572	3246	2419
573	3250	2412
574	3256	2406
575	3260	2400
576	3265	2394
577	3270	2388
578	3276	2382
579	3280	2375
580	3285	2369
581	3290	2363
582	3295	2356
583	3300	2350
584	3306	2345
585	3310	2338
586	3315	2332
587	3321	2327
588	3327	2321
589	3331	2315
590	3336	2309
591	3341	2302
592	3346	2296
593	3350	2290
594	3355	2283
595	3359	2277
596	3365	2271
597	3370	2265
598	3375	2259
599	3380	2253
600	3385	2247
601	3390	2241
602	3395	2235
603	3402	2230
604	3406	2224
605	3411	2218
606	3418	2213
607	3423	2207
608	3428	2201
609	3434	2195
610	3439	2189
611	3444	2183
612	3451	2178
613	3457	2173
614	3461	2167
615	3466	2161
616	3473	2155
617	3477	2149
618	3483	2144
619	3488	2137
620	3492	2131
621	3498	2126
622	3504	2120
623	3509	2114
624	3514	2108
625	3520	2103
626	3524	2096
627	3529	2090
628	3536	2085
629	3541	2079
630	3545	2073
631	3551	2067
632	3555	2061
633	3560	2055
634	3564	2049
635	3569	2043
636	3574	2036
637	3580	2031
638	3584	2025
639	3589	2019
640	3595	2013
641	3600	2007
642	3604	2001
643	3610	1995
644	3615	1989
645	3619	1983
646	3624	1977
647	3630	1972
648	3635	1966
649	3640	1960
650	3645	1954
651	3649	1947
652	3654	1941
653	3659	1936
654	3667	1931
655	3675	1927
656	3681	1921
657	3686	1915
658	3691	1909
659	3695	1903
660	3700	1897
661	3705	1891
662	3710	1886
663	3717	1880
664	3722	1875
665	3726	1868
666	3730	1862
667	3739	1858
668	3747	1854
669	3756	1850
670	3761	1844
671	3766	1838
672	3771	1832
673	3775	1826
674	3780	1820
675	3784	1814
676	3791	1808
677	3796	1803
678	3802	1797
679	3807	1791
680	3813	1786
681	3817	1779
682	3823	1774
683	3827	1768
684	3832	1762
685	3837	1756
686	3843	1751
687	3848	1745
688	3853	1739
689	3859	1734
690	3863	1727
691	3868	1721
692	3873	1716
693	3878	1710
694	3882	1703
695	3888	1698
696	3893	1692
697	3897	1686
698	3903	1680
699	3908	1674
700	3912	1668
701	3917	1662
702	3921	1656
703	3925	1650
704	3930	1644
705	3935	1639
706	3940	1632
707	3944	1626
708	3949	1621
709	3957	1616
710	3962	1610
711	3969	1605
712	3974	1599
713	3978	1593
714	3986	1588
715	3990	1582
716	3996	1577
717	4001	1571
718	4006	1565
719	4011	1560
720	4017	1554
721	4022	1548
722	4027	1543
723	4032	1537
724	4037	1531
725	4041	1525
726	4048	1520
727	4054	1514
728	4058	1508
729	4064	1503
730	4068	1497
731	4074	1491
732	4079	1486
733	4085	1480
734	4090	1474
735	4095	1469
736	4100	1463
737	4106	1457
738	4111	1452
739	4116	1446
740	4120	1440
741	4125	1434
742	4132	1429
743	4136	1423
744	4142	1417
745	4149	1412
746	4159	1408
747	4166	1403
748	4176	1399
749	4186	1395
750	4194	1390
751	4203	1386
752	4209	1380
753	4221	1377
754	4278	1388
755	4295	1386
756	4317	1385
757	4325	1381
758	4348	1380
759	4355	1375
760	4366	1371
761	4373	1366
762	4382	1361
763	4387	1355
764	4393	1349
765	4399	1344
766	4404	1338
767	4409	1332
768	4415	1326
769	4419	1320
770	4425	1314
771	4430	1308
772	4436	1302
773	4441	1296
774	4448	1291
775	4453	1285
776	4460	1280
777	4465	1274
778	4471	1268
779	4477	1262
780	4481	1256
781	4487	1250
782	4494	1245
783	4499	1239
784	4504	1233
785	4509	1227
786	4514	1221
787	4519	1215
788	4524	1209
789	4528	1203
790	4533	1197
791	4539	1192
792	4545	1186
793	4552	1181
794	4559	1175
795	4565	1170
796	4571	1164
797	4576	1158
798	4581	1152
799	4587	1146
800	4593	1141
801	4598	1135
802	4603	1129
803	4608	1123
804	4614	1117
805	4620	1112
806	4624	1106
807	4630	1100
808	4636	1094
809	4642	1089
810	4648	1083
811	4655	1077
812	4661	1072
813	4666	1066
814	4672	1060
815	4676	1054
816	4682	1048
817	4688	1043
818	4693	1037
819	4699	1031
820	4705	1025
821	4710	1019
822	4715	1014
823	4720	1008
824	4726	1002
825	4731	996
826	4737	991
827	4741	985
828	4748	979
829	4752	973
830	4758	967
831	4762	961
832	4769	956
833	4777	950
834	4783	945
835	4788	939
836	4792	933
837	4801	928
838	4807	922
839	4812	916
840	4817	910
841	4821	904
842	4828	899
843	4832	893
844	4837	887
845	4841	881
846	4847	875
847	4851	869
848	4856	863
849	4862	858
850	4866	852
851	4871	846
852	4877	840
853	4882	834
854	4886	828
855	4895	823
856	4901	817
857	4905	811
858	4913	806
859	4918	800
860	4925	795
861	4929	789
862	4938	783
863	4945	778
864	4950	772
865	4955	766
866	4960	760
867	4965	755
868	4969	749
869	4975	743
870	4981	737
871	4985	731
872	4991	726
873	4995	720
874	5001	714
875	5007	708
876	5013	703
877	5018	697
878	5024	691
879	5030	686
880	5035	680
881	5041	674
882	5046	668
883	5051	662
884	5057	657
885	5062	651
886	5066	645
887	5072	639
888	5077	634
889	5082	628
890	5087	622
891	5092	616
892	5097	610
893	5101	604
894	5108	599
895	5112	593
896	5117	587
897	5125	582
898	5130	576
899	5135	570
900	5140	564
901	5145	559
902	5150	553
903	5155	547
904	5160	541
905	5165	535
906	5171	530
907	5177	524
908	5182	518
909	5187	513
910	5192	507
911	5197	501
912	5204	495
913	5209	490
914	5214	484
915	5221	478
916	5227	473
917	5233	467
918	5237	461
919	5243	455
920	5247	450
921	5253	444
922	5258	438
923	5263	432
924	5269	427
925	5273	421
926	5278	415
927	5284	410
928	5291	404
929	5295	398
930	5302	392
931	5307	387
932	5312	381
933	5319	375
934	5323	370
935	5328	364
936	5334	358
937	5339	352
938	5343	347
939	5349	341
940	5354	335
941	5359	329
942	5364	324
943	5369	318
944	5373	312
945	5379	307
946	5383	301
947	5388	295
948	5393	289
949	5399	284
950	5403	278
951	5408	272
952	5417	267
953	5422	261
954	5427	255
955	5432	250
956	5437	244
957	5443	238
958	5448	232
959	5452	227
960	5458	221
961	5463	215
962	5468	210
963	5473	204
964	5479	198
965	5484	193
966	5489	187
967	5495	181
968	5499	175
969	5505	170
970	5510	164
971	5516	158
972	5521	153
973	5528	147
974	5533	141
975	5538	136
976	5544	130
977	5548	124
978	5553	119
979	5559	113
980	5564	107
981	5569	102
982	5575	96
983	5580	90
984	5586	85
985	5592	79
986	5597	73
987	5602	68
988	5608	62
989	5615	56
990	5623	51
991	5631	45
992	5635	39
993	5641	34
994	5647	28
995	5652	22
996	5657	17
997	5665	11
998	5670	5
999	5675	0
